osmid,y,x,street_count,highway,geometry
5456559111,55.3100829,42.1081016,4,,POINT (42.1081016 55.3100829)
12257759427,55.3104236,42.1178064,3,,POINT (42.1178064 55.3104236)
850895694,55.2465812,41.9715232,3,,POINT (41.9715232 55.2465812)
2544318739,55.2468923,41.9703765,3,,POINT (41.9703765 55.2468923)
850897261,55.245702,41.9740029,3,,POINT (41.9740029 55.245702)
5211325480,55.2485673,41.9734686,3,,POINT (41.9734686 55.2485673)
850895737,55.3189935,42.0220452,3,,POINT (42.0220452 55.3189935)
4876712998,55.3186165,42.0218521,3,,POINT (42.0218521 55.3186165)
4876767698,55.3199533,42.0225343,3,,POINT (42.0225343 55.3199533)
4876767709,55.3193735,42.0192987,3,,POINT (42.0192987 55.3193735)
850895739,55.3210004,42.0361966,3,,POINT (42.0361966 55.3210004)
850897098,55.3198985,42.0355689,4,,POINT (42.0355689 55.3198985)
4876767988,55.3206036,42.0378756,3,,POINT (42.0378756 55.3206036)
850897177,55.3213544,42.035526,3,,POINT (42.035526 55.3213544)
7651628295,55.1938825,42.1930454,3,,POINT (42.1930454 55.1938825)
6015054293,55.1203331,42.0587766,4,,POINT (42.0587766 55.1203331)
850895745,55.3187203,42.1824172,3,,POINT (42.1824172 55.3187203)
1260436956,55.318844,42.1822752,4,,POINT (42.1822752 55.318844)
5203077622,55.3189538,42.1825969,3,,POINT (42.1825969 55.3189538)
850895769,55.3242936,42.0795196,4,,POINT (42.0795196 55.3242936)
4900450349,55.3239029,42.0765008,3,,POINT (42.0765008 55.3239029)
850897064,55.3241578,42.0813033,3,,POINT (42.0813033 55.3241578)
4900450272,55.3237137,42.0798549,3,,POINT (42.0798549 55.3237137)
4900450278,55.3246766,42.0791817,3,,POINT (42.0791817 55.3246766)
850895780,55.1630075,41.8488742,3,,POINT (41.8488742 55.1630075)
850897223,55.1336894,41.8712461,3,,POINT (41.8712461 55.1336894)
850896301,55.1634398,41.8630454,1,,POINT (41.8630454 55.1634398)
850896946,55.1618983,41.8424403,1,,POINT (41.8424403 55.1618983)
850895797,55.3187545,42.1819848,3,,POINT (42.1819848 55.3187545)
1260436879,55.3175817,42.1813333,4,,POINT (42.1813333 55.3175817)
850895829,55.3219511,42.026208,3,,POINT (42.026208 55.3219511)
4876767851,55.3209537,42.0291097,3,,POINT (42.0291097 55.3209537)
2544318870,55.3222441,42.0252585,3,,POINT (42.0252585 55.3222441)
4876767840,55.320599,42.025398,3,,POINT (42.025398 55.320599)
850895831,55.3263931,42.0328877,3,,POINT (42.0328877 55.3263931)
2670663005,55.3245263,42.0318189,3,,POINT (42.0318189 55.3245263)
4876768011,55.3259676,42.0339382,3,,POINT (42.0339382 55.3259676)
4876768015,55.3265748,42.0328384,3,,POINT (42.0328384 55.3265748)
850895866,55.3223525,42.0452651,4,,POINT (42.0452651 55.3223525)
850896259,55.3240677,42.0469469,3,,POINT (42.0469469 55.3240677)
4876785952,55.3207638,42.0435351,3,,POINT (42.0435351 55.3207638)
850896997,55.3210911,42.048938,3,,POINT (42.048938 55.3210911)
4876785948,55.3230984,42.0429239,3,,POINT (42.0429239 55.3230984)
850895890,55.3353555,42.1571508,3,traffic_signals,POINT (42.1571508 55.3353555)
5200703387,55.3350452,42.1573494,3,,POINT (42.1573494 55.3350452)
5200703384,55.3352197,42.1577007,3,,POINT (42.1577007 55.3352197)
850895901,55.256925,41.9662449,1,,POINT (41.9662449 55.256925)
850896206,55.2529907,41.9641639,3,,POINT (41.9641639 55.2529907)
850895904,55.3328236,42.0159145,4,,POINT (42.0159145 55.3328236)
4876768307,55.3327298,42.0156654,3,,POINT (42.0156654 55.3327298)
1424040867,55.3345103,42.0155463,3,,POINT (42.0155463 55.3345103)
2544318924,55.3313832,42.0222016,3,,POINT (42.0222016 55.3313832)
4876768304,55.3331678,42.0146933,3,,POINT (42.0146933 55.3331678)
850895987,55.249354,41.9777522,3,,POINT (41.9777522 55.249354)
5211325458,55.2481563,41.9763014,4,,POINT (41.9763014 55.2481563)
850896476,55.2904422,42.0459704,3,,POINT (42.0459704 55.2904422)
850895996,55.3050382,42.0920696,1,,POINT (42.0920696 55.3050382)
850897244,55.3059565,42.0987398,3,,POINT (42.0987398 55.3059565)
850896069,55.1141641,42.0480083,4,,POINT (42.0480083 55.1141641)
6765637379,55.1136901,42.0475866,3,,POINT (42.0475866 55.1136901)
6765637392,55.111495,42.048009,3,,POINT (42.048009 55.111495)
6765637378,55.1155227,42.0387916,1,,POINT (42.0387916 55.1155227)
8933815918,55.1158805,42.0507459,3,,POINT (42.0507459 55.1158805)
850896154,55.2417354,41.9767544,1,,POINT (41.9767544 55.2417354)
5139670844,55.2453877,41.9687248,4,,POINT (41.9687248 55.2453877)
850896158,55.3221983,42.0238745,3,,POINT (42.0238745 55.3221983)
2544318864,55.322176,42.0233466,3,,POINT (42.0233466 55.322176)
2544318873,55.3223235,42.024529,3,,POINT (42.024529 55.3223235)
850897357,55.3218077,42.023499,3,,POINT (42.023499 55.3218077)
850896161,55.3182258,42.0461825,3,,POINT (42.0461825 55.3182258)
850897417,55.3177359,42.0457801,3,,POINT (42.0457801 55.3177359)
850897191,55.3195032,42.0472151,3,,POINT (42.0472151 55.3195032)
5103180310,55.2515385,41.9639256,3,,POINT (41.9639256 55.2515385)
5211325540,55.2532561,41.962651,3,,POINT (41.962651 55.2532561)
4935249459,55.2923673,42.0405897,3,,POINT (42.0405897 55.2923673)
4935249597,55.2961245,42.0348394,1,,POINT (42.0348394 55.2961245)
4935849553,55.3110168,42.0378038,3,,POINT (42.0378038 55.3110168)
1873962440,55.3256347,42.0480599,3,,POINT (42.0480599 55.3256347)
1896163688,55.3255974,42.0415334,4,,POINT (42.0415334 55.3255974)
850896280,55.3068671,42.1136268,3,,POINT (42.1136268 55.3068671)
850897168,55.3066674,42.1125745,1,,POINT (42.1125745 55.3066674)
5140926622,55.3077234,42.1131369,3,,POINT (42.1131369 55.3077234)
850896338,55.3237051,42.0649737,3,,POINT (42.0649737 55.3237051)
4900450353,55.3236502,42.065784,3,,POINT (42.065784 55.3236502)
7179721928,55.3242905,42.0585888,3,,POINT (42.0585888 55.3242905)
4900450087,55.3231539,42.0648666,1,,POINT (42.0648666 55.3231539)
850896407,55.2382394,41.9816118,1,,POINT (41.9816118 55.2382394)
850896439,55.3250505,42.037189,3,,POINT (42.037189 55.3250505)
4876768001,55.3247854,42.0374017,3,,POINT (42.0374017 55.3247854)
4876767999,55.3248993,42.0376363,3,,POINT (42.0376363 55.3248993)
850897066,55.3256524,42.0354544,3,,POINT (42.0354544 55.3256524)
850896470,55.1695974,41.885215,3,,POINT (41.885215 55.1695974)
850897366,55.1775563,41.8937584,3,,POINT (41.8937584 55.1775563)
2544318355,55.1678542,41.8811962,1,,POINT (41.8811962 55.1678542)
4935850189,55.2904494,42.0436372,3,,POINT (42.0436372 55.2904494)
4831538289,55.2918287,42.046435,4,,POINT (42.046435 55.2918287)
850896497,55.1213129,41.8739651,3,,POINT (41.8739651 55.1213129)
854389706,55.1212963,41.8765396,1,,POINT (41.8765396 55.1212963)
1848343240,55.1068622,41.8551715,3,,POINT (41.8551715 55.1068622)
850896995,55.1250541,41.8740846,3,,POINT (41.8740846 55.1250541)
850896500,55.3086774,42.1127817,3,,POINT (42.1127817 55.3086774)
5456559112,55.309659,42.1079924,3,,POINT (42.1079924 55.309659)
850897267,55.3079116,42.1130874,3,,POINT (42.1130874 55.3079116)
850896520,55.3242875,42.0165494,3,,POINT (42.0165494 55.3242875)
2544318918,55.3254808,42.0168149,3,,POINT (42.0168149 55.3254808)
4876767906,55.3241486,42.0194328,3,,POINT (42.0194328 55.3241486)
850896879,55.3242325,42.0124751,3,,POINT (42.0124751 55.3242325)
12257770202,55.3085843,42.0972568,3,,POINT (42.0972568 55.3085843)
850896681,55.3235273,42.0883477,3,,POINT (42.0883477 55.3235273)
4900450341,55.3236298,42.0878291,3,,POINT (42.0878291 55.3236298)
1455719605,55.3215251,42.1058596,3,,POINT (42.1058596 55.3215251)
4900449858,55.3239945,42.0886096,3,,POINT (42.0886096 55.3239945)
850896732,55.3161083,42.180506,3,,POINT (42.180506 55.3161083)
1478939541,55.3166422,42.1808745,3,,POINT (42.1808745 55.3166422)
1455814785,55.3158765,42.181328,1,,POINT (42.181328 55.3158765)
850896789,55.3268984,42.0363441,3,,POINT (42.0363441 55.3268984)
4876785930,55.3262966,42.0391646,3,,POINT (42.0391646 55.3262966)
850896867,55.3226959,42.0851209,3,,POINT (42.0851209 55.3226959)
850897302,55.323935,42.0851791,3,,POINT (42.0851791 55.323935)
12257990426,55.3216459,42.0853773,3,,POINT (42.0853773 55.3216459)
4900450054,55.3224036,42.0833217,3,,POINT (42.0833217 55.3224036)
850896876,55.3249866,42.0514286,3,,POINT (42.0514286 55.3249866)
6857747553,55.3246595,42.0512648,3,,POINT (42.0512648 55.3246595)
2544318907,55.3250968,42.0123733,3,,POINT (42.0123733 55.3250968)
4876767696,55.3244187,42.0085028,3,,POINT (42.0085028 55.3244187)
850896935,55.3068151,42.1052915,4,,POINT (42.1052915 55.3068151)
12257792759,55.3069037,42.1059515,4,,POINT (42.1059515 55.3069037)
12257792728,55.3067264,42.1045868,4,,POINT (42.1045868 55.3067264)
12257792757,55.3057327,42.1057088,1,,POINT (42.1057088 55.3057327)
12257792756,55.3087004,42.1045051,1,,POINT (42.1045051 55.3087004)
854386692,55.124941,41.874698,1,,POINT (41.874698 55.124941)
6857747548,55.3236534,42.0506559,3,,POINT (42.0506559 55.3236534)
850897016,55.3036072,42.0997131,4,,POINT (42.0997131 55.3036072)
4933395550,55.3040027,42.1025614,3,,POINT (42.1025614 55.3040027)
4933395562,55.302502,42.1002422,4,,POINT (42.1002422 55.302502)
850897021,55.0897948,42.0812378,1,,POINT (42.0812378 55.0897948)
4900449797,55.3241412,42.0815371,3,,POINT (42.0815371 55.3241412)
4876768009,55.3256868,42.0353222,3,,POINT (42.0353222 55.3256868)
850897096,55.3144487,42.0106422,1,,POINT (42.0106422 55.3144487)
4876713003,55.3167982,42.0197562,3,,POINT (42.0197562 55.3167982)
2550164919,55.3185529,42.0357178,3,,POINT (42.0357178 55.3185529)
2670663004,55.3230789,42.036556,4,,POINT (42.036556 55.3230789)
4876767855,55.3221251,42.032688,3,,POINT (42.032688 55.3221251)
850897253,55.2483133,41.9635832,3,,POINT (41.9635832 55.2483133)
5211325523,55.2476089,41.9676247,3,,POINT (41.9676247 55.2476089)
5211325532,55.2475183,41.9635239,3,,POINT (41.9635239 55.2475183)
12257792732,55.3078542,42.1123287,3,,POINT (42.1123287 55.3078542)
4900450040,55.3239572,42.0849932,3,,POINT (42.0849932 55.3239572)
4900449869,55.3237565,42.0867901,3,,POINT (42.0867901 55.3237565)
4876712928,55.3221401,42.0231197,3,,POINT (42.0231197 55.3221401)
5211325501,55.2460335,41.9632086,3,,POINT (41.9632086 55.2460335)
7084238604,55.1807086,41.8912661,1,,POINT (41.8912661 55.1807086)
850897373,55.2970826,42.1049329,1,,POINT (42.1049329 55.2970826)
4933395377,55.2987056,42.1022311,3,,POINT (42.1022311 55.2987056)
4876767972,55.3174276,42.0464293,3,,POINT (42.0464293 55.3174276)
850900276,55.2760593,42.1997476,3,,POINT (42.1997476 55.2760593)
6055866467,55.2869875,42.1936994,3,,POINT (42.1936994 55.2869875)
4936065543,55.2646442,42.1882034,3,,POINT (42.1882034 55.2646442)
854386044,55.1723488,42.3797163,5,,POINT (42.3797163 55.1723488)
854386574,55.1716645,42.3824827,4,,POINT (42.3824827 55.1716645)
854389225,55.1758725,42.3831174,3,,POINT (42.3831174 55.1758725)
854388898,55.1738943,42.3678978,3,,POINT (42.3678978 55.1738943)
3339565451,55.1704147,42.3777771,3,,POINT (42.3777771 55.1704147)
6895888160,55.1738871,42.3744191,3,,POINT (42.3744191 55.1738871)
854386465,55.1859688,42.5438167,3,,POINT (42.5438167 55.1859688)
854388934,55.2045172,42.5528197,3,,POINT (42.5528197 55.2045172)
3311632290,55.1853437,42.5557775,3,,POINT (42.5557775 55.1853437)
854387221,55.1853971,42.5405176,3,,POINT (42.5405176 55.1853971)
854386538,55.0752581,42.1758899,1,,POINT (42.1758899 55.0752581)
7651456113,55.0730128,42.1751468,3,,POINT (42.1751468 55.0730128)
854387069,55.1753066,42.385739,3,,POINT (42.385739 55.1753066)
5105736357,55.1331618,42.327695,3,,POINT (42.327695 55.1331618)
854388695,55.1707232,42.3869423,3,,POINT (42.3869423 55.1707232)
854386697,55.2035144,42.5408827,3,,POINT (42.5408827 55.2035144)
854387709,55.2068598,42.5183701,1,,POINT (42.5183701 55.2068598)
854389218,55.2099144,42.5481192,4,,POINT (42.5481192 55.2099144)
854389015,55.1746586,42.3890019,3,,POINT (42.3890019 55.1746586)
854387180,55.1539993,42.4427564,3,,POINT (42.4427564 55.1539993)
854389525,55.1562413,42.432518,1,,POINT (42.432518 55.1562413)
854390504,55.1379442,42.4371851,4,,POINT (42.4371851 55.1379442)
854388153,55.1700816,42.4473755,3,,POINT (42.4473755 55.1700816)
3311632125,55.1791242,42.5451586,3,,POINT (42.5451586 55.1791242)
854387290,55.172356,42.3668328,3,,POINT (42.3668328 55.172356)
854389765,55.1722683,42.3644909,1,,POINT (42.3644909 55.1722683)
854387389,55.1780418,42.3607534,1,,POINT (42.3607534 55.1780418)
854388604,55.1760534,42.3688599,3,,POINT (42.3688599 55.1760534)
854387449,55.0782224,42.5368894,3,,POINT (42.5368894 55.0782224)
854389433,55.0777403,42.5260096,1,,POINT (42.5260096 55.0777403)
1355706942,55.078638,42.5444976,1,,POINT (42.5444976 55.078638)
3311632102,55.1760279,42.5478299,3,,POINT (42.5478299 55.1760279)
854387777,55.096631,42.3090292,3,,POINT (42.3090292 55.096631)
854390783,55.0976956,42.310805,3,,POINT (42.310805 55.0976956)
3339561585,55.0910816,42.2983079,4,,POINT (42.2983079 55.0910816)
7640724416,55.0947811,42.312091,1,,POINT (42.312091 55.0947811)
854387813,55.0682277,42.2576369,3,,POINT (42.2576369 55.0682277)
3339561561,55.0650966,42.266618,3,,POINT (42.266618 55.0650966)
7651456167,55.0662316,42.1810954,3,,POINT (42.1810954 55.0662316)
3339565427,55.1239592,42.2931196,4,,POINT (42.2931196 55.1239592)
854387823,55.2119095,42.5546324,1,,POINT (42.5546324 55.2119095)
854388078,55.0994399,41.8602576,1,,POINT (41.8602576 55.0994399)
854388193,55.1408303,42.4320234,1,,POINT (42.4320234 55.1408303)
5103799340,55.175747,42.3705215,3,,POINT (42.3705215 55.175747)
854388624,55.1385684,42.4302646,1,,POINT (42.4302646 55.1385684)
854390507,55.1364341,42.4348135,4,,POINT (42.4348135 55.1364341)
854389867,55.1679555,42.3849369,1,,POINT (42.3849369 55.1679555)
854388940,55.1749182,42.3749783,3,,POINT (42.3749783 55.1749182)
5103799350,55.1752355,42.3732296,4,,POINT (42.3732296 55.1752355)
5103795409,55.1763505,42.3758453,3,,POINT (42.3758453 55.1763505)
3311632526,55.2113553,42.5470103,3,,POINT (42.5470103 55.2113553)
854389221,55.0658304,42.1785127,3,,POINT (42.1785127 55.0658304)
854390791,55.0589462,42.1859594,1,,POINT (42.1859594 55.0589462)
7651456125,55.0729754,42.1751587,3,,POINT (42.1751587 55.0729754)
854390278,55.1771977,42.3763252,3,,POINT (42.3763252 55.1771977)
854389521,55.0797647,42.4092068,1,,POINT (42.4092068 55.0797647)
854390008,55.0811062,42.4024622,3,,POINT (42.4024622 55.0811062)
854389845,55.1287583,42.4426625,1,,POINT (42.4426625 55.1287583)
854389928,55.1084122,42.043159,1,,POINT (42.043159 55.1084122)
6015630460,55.1099154,42.0455238,4,,POINT (42.0455238 55.1099154)
854389952,55.0823718,42.3944051,1,,POINT (42.3944051 55.0823718)
5103795412,55.1781942,42.3710994,3,,POINT (42.3710994 55.1781942)
854390758,55.1322847,42.4463136,1,,POINT (42.4463136 55.1322847)
854390752,55.0655193,42.2686071,3,,POINT (42.2686071 55.0655193)
3339561564,55.0660447,42.2741097,3,,POINT (42.2741097 55.0660447)
8855869976,55.0673699,42.2679277,1,,POINT (42.2679277 55.0673699)
7640724299,55.1004361,42.3064153,1,,POINT (42.3064153 55.1004361)
8855877249,55.0957666,42.3131388,1,,POINT (42.3131388 55.0957666)
1260436865,55.3345042,42.1304521,3,,POINT (42.1304521 55.3345042)
5221118354,55.3357987,42.1304251,3,,POINT (42.1304251 55.3357987)
1260436890,55.3326566,42.1294087,3,,POINT (42.1294087 55.3326566)
5137893598,55.333354,42.1332196,3,,POINT (42.1332196 55.333354)
1260436870,55.3256733,42.1847513,3,,POINT (42.1847513 55.3256733)
5200767192,55.3255769,42.1846005,3,,POINT (42.1846005 55.3255769)
2445562108,55.3258283,42.185128,3,,POINT (42.185128 55.3258283)
1260436874,55.3458103,42.0824727,3,,POINT (42.0824727 55.3458103)
4901459250,55.3459674,42.0825827,3,,POINT (42.0825827 55.3459674)
