osmid,y,x,street_count,highway,geometry
1455726737,55.3139968,42.1677921,3,,POINT (42.1677921 55.3139968)
8855878832,55.3139649,42.1679474,3,,POINT (42.1679474 55.3139649)
1455726742,55.3141784,42.1674347,4,,POINT (42.1674347 55.3141784)
1455726747,55.3142741,42.1678395,5,,POINT (42.1678395 55.3142741)
5198588093,55.3136057,42.1661356,1,,POINT (42.1661356 55.3136057)
1455726744,55.314216,42.182971,1,,POINT (42.182971 55.314216)
1455726748,55.3144316,42.1821553,3,,POINT (42.1821553 55.3144316)
6627698780,55.3145178,42.1682298,3,,POINT (42.1682298 55.3145178)
5198588088,55.3144415,42.1673089,5,,POINT (42.1673089 55.3144415)
9952407062,55.3151373,42.1830005,1,,POINT (42.1830005 55.3151373)
1455726762,55.3152448,42.1747196,3,,POINT (42.1747196 55.3152448)
5198588046,55.3151412,42.1750465,3,,POINT (42.1750465 55.3151412)
5251501939,55.3162949,42.1703915,3,,POINT (42.1703915 55.3162949)
1455726785,55.316603,42.1766536,3,,POINT (42.1766536 55.316603)
1455726771,55.315811,42.173408,1,,POINT (42.173408 55.315811)
1455726799,55.3170622,42.1740941,3,,POINT (42.1740941 55.3170622)
1455726773,55.3160887,42.1668406,3,,POINT (42.1668406 55.3160887)
1455726796,55.316972,42.1638507,3,,POINT (42.1638507 55.316972)
1455726781,55.3164248,42.1777123,1,,POINT (42.1777123 55.3164248)
1455726805,55.3174538,42.1638459,3,,POINT (42.1638459 55.3174538)
1848343255,55.3157262,42.160881,4,,POINT (42.160881 55.3157262)
1455726797,55.3169915,42.1671178,3,,POINT (42.1671178 55.3169915)
5251501930,55.3167303,42.1683889,3,,POINT (42.1683889 55.3167303)
1455726798,55.3169888,42.1692047,1,,POINT (42.1692047 55.3169888)
1455726809,55.3176656,42.1691912,3,,POINT (42.1691912 55.3176656)
5250342630,55.3174298,42.172138,3,,POINT (42.172138 55.3174298)
1455814834,55.3174577,42.1658332,3,,POINT (42.1658332 55.3174577)
1455726807,55.3175348,42.161333,4,,POINT (42.161333 55.3175348)
1455814856,55.3177923,42.1612304,3,,POINT (42.1612304 55.3177923)
5220280554,55.3175613,42.1608209,3,,POINT (42.1608209 55.3175613)
5251554560,55.3160913,42.1610007,3,,POINT (42.1610007 55.3160913)
1455726808,55.3175878,42.1711225,4,,POINT (42.1711225 55.3175878)
1455726811,55.3177065,42.1711748,3,,POINT (42.1711748 55.3177065)
1455726810,55.3177296,42.1699861,3,,POINT (42.1699861 55.3177296)
5200700714,55.3177426,42.1705455,3,,POINT (42.1705455 55.3177426)
1455814847,55.3176978,42.1712935,3,,POINT (42.1712935 55.3176978)
1455814737,55.3144136,42.1928511,3,,POINT (42.1928511 55.3144136)
1455814742,55.3145477,42.1917566,3,,POINT (42.1917566 55.3145477)
1455814764,55.3154303,42.1928525,3,,POINT (42.1928525 55.3154303)
1455814759,55.3151934,42.1968556,3,,POINT (42.1968556 55.3151934)
1455814745,55.3146904,42.1894816,1,,POINT (42.1894816 55.3146904)
5351437736,55.3135559,42.1915755,1,,POINT (42.1915755 55.3135559)
1455814802,55.3166141,42.1976824,3,,POINT (42.1976824 55.3166141)
1455814780,55.3155995,42.192819,3,,POINT (42.192819 55.3155995)
1455814767,55.3154978,42.185876,3,,POINT (42.185876 55.3154978)
1455814769,55.3155121,42.1848881,1,,POINT (42.1848881 55.3155121)
1455814783,55.3157515,42.1893824,3,,POINT (42.1893824 55.3157515)
1455814775,55.315662,42.1895559,3,,POINT (42.1895559 55.315662)
5220280171,55.3153686,42.1892273,1,,POINT (42.1892273 55.3153686)
1455814814,55.31676,42.1930763,3,,POINT (42.1930763 55.31676)
1455814787,55.316143,42.1897767,3,,POINT (42.1897767 55.316143)
1455814857,55.3179491,42.1907966,3,,POINT (42.1907966 55.3179491)
1455814808,55.3167261,42.1866766,3,,POINT (42.1866766 55.3167261)
1455814789,55.3161904,42.1830299,1,,POINT (42.1830299 55.3161904)
2905667403,55.3165236,42.1815516,3,,POINT (42.1815516 55.3165236)
5242618437,55.3179177,42.1984,3,,POINT (42.1984 55.3179177)
1455814806,55.3166481,42.1965667,3,,POINT (42.1965667 55.3166481)
1455814902,55.3185824,42.1958395,3,,POINT (42.1958395 55.3185824)
1455814817,55.3169269,42.1755964,3,,POINT (42.1755964 55.3169269)
5241619921,55.3168555,42.1771851,3,,POINT (42.1771851 55.3168555)
1455814809,55.316715,42.158988,3,,POINT (42.158988 55.316715)
5221218143,55.317077,42.1562927,3,,POINT (42.1562927 55.317077)
1455814848,55.3177382,42.1598733,3,,POINT (42.1598733 55.3177382)
1455814810,55.3168909,42.1561171,3,,POINT (42.1561171 55.3168909)
1455814843,55.3176199,42.1544076,3,,POINT (42.1544076 55.3176199)
5242653927,55.317557,42.1932196,3,,POINT (42.1932196 55.317557)
1455814822,55.3171864,42.1743464,3,,POINT (42.1743464 55.3171864)
1455814832,55.317487,42.1759398,3,,POINT (42.1759398 55.317487)
5200700711,55.3175991,42.1721405,3,,POINT (42.1721405 55.3175991)
1455814844,55.3176156,42.1745248,3,,POINT (42.1745248 55.3176156)
1455814823,55.3172102,42.1526934,1,,POINT (42.1526934 55.3172102)
1455814850,55.3178062,42.1525727,3,,POINT (42.1525727 55.3178062)
1455814825,55.3173551,42.1538498,1,,POINT (42.1538498 55.3173551)
5251563426,55.317571,42.1532544,3,,POINT (42.1532544 55.317571)
1455814845,55.3176795,42.1748147,3,,POINT (42.1748147 55.3176795)
5221980345,55.3181399,42.1751327,3,,POINT (42.1751327 55.3181399)
1455814886,55.3184333,42.1660718,3,,POINT (42.1660718 55.3184333)
5251501942,55.3175038,42.1666812,3,,POINT (42.1666812 55.3175038)
1455814836,55.3174315,42.1775299,3,,POINT (42.1775299 55.3174315)
5241619598,55.3175655,42.1776047,3,,POINT (42.1776047 55.3175655)
1455814837,55.3174795,42.2002219,1,,POINT (42.2002219 55.3174795)
1455814942,55.3191137,42.2011945,3,,POINT (42.2011945 55.3191137)
2358285912,55.3169632,42.1785933,1,,POINT (42.1785933 55.3169632)
1455814842,55.3176029,42.1517385,1,,POINT (42.1517385 55.3176029)
5218609556,55.3183842,42.1510559,3,,POINT (42.1510559 55.3183842)
1455814915,55.3188004,42.1556161,3,,POINT (42.1556161 55.3188004)
1455814872,55.3182706,42.1524185,3,,POINT (42.1524185 55.3182706)
1455814879,55.3183426,42.1752504,3,,POINT (42.1752504 55.3183426)
5241619930,55.3182842,42.1715961,3,,POINT (42.1715961 55.3182842)
5220280564,55.3180335,42.1587507,3,,POINT (42.1587507 55.3180335)
1455814982,55.319656,42.161823,3,,POINT (42.161823 55.319656)
5242653923,55.3180317,42.1919627,3,,POINT (42.1919627 55.3180317)
1455814863,55.318073,42.187244,3,,POINT (42.187244 55.318073)
1455814860,55.317962,42.202816,1,,POINT (42.202816 55.317962)
1455814871,55.3182391,42.2037103,3,,POINT (42.2037103 55.3182391)
1455814864,55.3181187,42.1933563,3,,POINT (42.1933563 55.3181187)
1455814868,55.3181853,42.194079,3,,POINT (42.194079 55.3181853)
5242653935,55.3179394,42.193292,3,,POINT (42.193292 55.3179394)
5242653620,55.3182901,42.1946517,3,,POINT (42.1946517 55.3182901)
1455814936,55.3190261,42.194137,3,,POINT (42.194137 55.3190261)
1455814906,55.318599,42.205455,1,,POINT (42.205455 55.318599)
1455814958,55.3193257,42.2031816,3,,POINT (42.2031816 55.3193257)
1455814912,55.3187027,42.1510243,3,,POINT (42.1510243 55.3187027)
1455814877,55.3183895,42.1573613,3,,POINT (42.1573613 55.3183895)
5220280563,55.3181169,42.1584222,3,,POINT (42.1584222 55.3181169)
1455814895,55.3185446,42.1567136,3,,POINT (42.1567136 55.3185446)
1455814930,55.3189614,42.1663669,3,,POINT (42.1663669 55.3189614)
1455814951,55.319248,42.164577,3,,POINT (42.164577 55.319248)
1455814889,55.3184559,42.1508174,3,,POINT (42.1508174 55.3184559)
1455815035,55.320556,42.1475341,4,,POINT (42.1475341 55.320556)
1455814894,55.31847,42.16246,1,,POINT (42.16246 55.31847)
1455814943,55.319107,42.163433,3,,POINT (42.163433 55.319107)
1455814991,55.3198355,42.1578101,3,,POINT (42.1578101 55.3198355)
1455814898,55.318511,42.177684,1,,POINT (42.177684 55.318511)
1455814981,55.3196549,42.1783923,5,,POINT (42.1783923 55.3196549)
1455814901,55.3185833,42.1983885,3,,POINT (42.1983885 55.3185833)
1455814905,55.3186256,42.1986806,3,,POINT (42.1986806 55.3186256)
1455814903,55.3185879,42.1962335,3,,POINT (42.1962335 55.3185879)
5204824706,55.3191568,42.1982101,3,,POINT (42.1982101 55.3191568)
5204824700,55.3196315,42.1966294,3,,POINT (42.1966294 55.3196315)
1455814904,55.3186195,42.1675095,3,,POINT (42.1675095 55.3186195)
1455814921,55.3188083,42.1683539,3,,POINT (42.1683539 55.3188083)
1455814939,55.3190285,42.200503,3,,POINT (42.200503 55.3190285)
5186720565,55.3188835,42.1511857,3,,POINT (42.1511857 55.3188835)
1455814913,55.318706,42.177265,1,,POINT (42.177265 55.318706)
1455814964,55.3194454,42.1776982,3,,POINT (42.1776982 55.3194454)
1455814914,55.318737,42.176475,1,,POINT (42.176475 55.318737)
1455814973,55.3195611,42.1769925,3,,POINT (42.1769925 55.3195611)
1455814918,55.318767,42.159832,1,,POINT (42.159832 55.318767)
1455815050,55.3209982,42.1606506,3,,POINT (42.1606506 55.3209982)
1455814920,55.3188234,42.1719034,3,,POINT (42.1719034 55.3188234)
7154866946,55.3189736,42.1719744,3,,POINT (42.1719744 55.3189736)
1455814925,55.3189146,42.1713441,3,,POINT (42.1713441 55.3189146)
5241620016,55.3189126,42.1688774,3,,POINT (42.1688774 55.3189126)
1455814968,55.3195352,42.169037,3,,POINT (42.169037 55.3195352)
5241619923,55.3190423,42.1705833,1,,POINT (42.1705833 55.3190423)
1455815011,55.320164,42.1670428,3,,POINT (42.1670428 55.320164)
5184311813,55.3189933,42.1814203,3,,POINT (42.1814203 55.3189933)
1455815078,55.3217253,42.1943685,3,,POINT (42.1943685 55.3217253)
1455814984,55.3196872,42.1897047,3,,POINT (42.1897047 55.3196872)
5213101705,55.3190676,42.2007988,3,,POINT (42.2007988 55.3190676)
5213101706,55.3192056,42.2006991,3,,POINT (42.2006991 55.3192056)
1455814980,55.319618,42.163768,3,,POINT (42.163768 55.319618)
5200767156,55.3199901,42.2100949,3,,POINT (42.2100949 55.3199901)
1455815021,55.320332,42.2067205,3,,POINT (42.2067205 55.320332)
1455814956,55.3192029,42.1803056,3,,POINT (42.1803056 55.3192029)
6627763110,55.3193842,42.1801293,3,,POINT (42.1801293 55.3193842)
5204916091,55.3196238,42.1786458,3,,POINT (42.1786458 55.3196238)
1455814975,55.3195566,42.2057613,3,,POINT (42.2057613 55.3195566)
1455814959,55.319149,42.1692457,3,,POINT (42.1692457 55.319149)
5200700719,55.3193949,42.1690707,3,,POINT (42.1690707 55.3193949)
5241620006,55.3193026,42.1695831,3,,POINT (42.1695831 55.3193026)
5241620012,55.3189187,42.1692744,3,,POINT (42.1692744 55.3189187)
1455814960,55.3193895,42.1725447,1,,POINT (42.1725447 55.3193895)
1455815037,55.3206497,42.1738468,3,,POINT (42.1738468 55.3206497)
1455814963,55.3194868,42.1798892,3,,POINT (42.1798892 55.3194868)
5184311817,55.31981,42.1800697,3,,POINT (42.1800697 55.31981)
1455814985,55.3197334,42.1778925,3,,POINT (42.1778925 55.3197334)
5242593881,55.3191577,42.206077,1,,POINT (42.206077 55.3191577)
1455814999,55.3199961,42.1765792,3,,POINT (42.1765792 55.3199961)
5213101729,55.319607,42.2057739,3,,POINT (42.2057739 55.319607)
1455814979,55.319587,42.156734,1,,POINT (42.156734 55.319587)
1455815004,55.320018,42.157112,4,,POINT (42.157112 55.320018)
1455815040,55.320692,42.1640158,3,,POINT (42.1640158 55.320692)
5230216028,55.3204448,42.1767766,3,,POINT (42.1767766 55.3204448)
1455815043,55.3208361,42.1621796,3,,POINT (42.1621796 55.3208361)
1455814988,55.31977,42.155796,1,,POINT (42.155796 55.31977)
1455815015,55.320209,42.156147,4,,POINT (42.156147 55.320209)
1455814989,55.3198426,42.1807683,1,,POINT (42.1807683 55.3198426)
1455815066,55.3213264,42.1812946,3,,POINT (42.1812946 55.3213264)
1455815060,55.3212316,42.1590612,3,,POINT (42.1590612 55.3212316)
1455814993,55.319843,42.155544,1,,POINT (42.155544 55.319843)
1455815020,55.320281,42.155883,4,,POINT (42.155883 55.320281)
1455814997,55.3198746,42.1697834,1,,POINT (42.1697834 55.3198746)
5238237567,55.3205436,42.1702405,3,,POINT (42.1702405 55.3205436)
5238237534,55.3200094,42.1764876,3,,POINT (42.1764876 55.3200094)
5200703322,55.3200557,42.1676624,3,,POINT (42.1676624 55.3200557)
1455815071,55.3214657,42.1582151,3,,POINT (42.1582151 55.3214657)
1455815081,55.3217131,42.1573475,3,,POINT (42.1573475 55.3217131)
1455815055,55.32109,42.152881,3,,POINT (42.152881 55.32109)
1455815087,55.3218031,42.1570427,3,,POINT (42.1570427 55.3218031)
5200767168,55.3203781,42.2066237,3,,POINT (42.2066237 55.3203781)
1455815028,55.3203615,42.2084586,1,,POINT (42.2084586 55.3203615)
1455815102,55.3220239,42.21023,3,,POINT (42.21023 55.3220239)
1455815031,55.320442,42.2019548,3,,POINT (42.2019548 55.320442)
1455815049,55.3209504,42.2004437,4,,POINT (42.2004437 55.3209504)
1455815092,55.3218004,42.2034435,4,traffic_signals,POINT (42.2034435 55.3218004)
5218609568,55.3205327,42.1477506,3,,POINT (42.1477506 55.3205327)
1455815051,55.3209509,42.1729666,3,,POINT (42.1729666 55.3209509)
1455815120,55.3223345,42.20192,4,,POINT (42.20192 55.3223345)
1455815091,55.3216841,42.1977474,3,,POINT (42.1977474 55.3216841)
1455815063,55.321258,42.173213,1,,POINT (42.173213 55.321258)
5238220573,55.3209927,42.1726486,3,,POINT (42.1726486 55.3209927)
1455815052,55.3210267,42.1724455,3,,POINT (42.1724455 55.3210267)
1455815059,55.3212125,42.1703763,3,,POINT (42.1703763 55.3212125)
1455815073,55.321502,42.171318,3,,POINT (42.171318 55.321502)
1455815054,55.3210989,42.1695903,4,,POINT (42.1695903 55.3210989)
5234438768,55.3215615,42.1689685,3,,POINT (42.1689685 55.3215615)
5238220591,55.3208873,42.169582,3,,POINT (42.169582 55.3208873)
1455815133,55.322667,42.1541261,3,,POINT (42.1541261 55.322667)
1455815056,55.321128,42.208824,1,,POINT (42.208824 55.321128)
1455815069,55.321377,42.208042,4,,POINT (42.208042 55.321377)
1455815058,55.3211867,42.1831647,3,,POINT (42.1831647 55.3211867)
12257637016,55.3214693,42.1831502,3,,POINT (42.1831502 55.3214693)
5203077621,55.3193239,42.1828262,3,,POINT (42.1828262 55.3193239)
1455815068,55.3213686,42.1704817,3,,POINT (42.1704817 55.3213686)
12402784884,55.3212747,42.1589126,3,,POINT (42.1589126 55.3212747)
1455815065,55.321285,42.206333,1,,POINT (42.206333 55.321285)
1455815088,55.3217771,42.2069319,4,,POINT (42.2069319 55.3217771)
1455815067,55.3213598,42.1809566,3,,POINT (42.1809566 55.3213598)
1455815072,55.3214885,42.1795124,3,,POINT (42.1795124 55.3214885)
1455815168,55.324039,42.1812635,3,,POINT (42.1812635 55.324039)
1455815084,55.321708,42.169727,1,,POINT (42.169727 55.321708)
1455815122,55.3223583,42.2090782,4,,POINT (42.2090782 55.3223583)
1455815070,55.3214211,42.2126557,3,,POINT (42.2126557 55.3214211)
5209161967,55.3230222,42.2152651,3,,POINT (42.2152651 55.3230222)
5242368631,55.3203944,42.2107917,3,,POINT (42.2107917 55.3203944)
5242352075,55.3205484,42.2167967,3,,POINT (42.2167967 55.3205484)
1455815075,55.3215696,42.1578709,3,,POINT (42.1578709 55.3215696)
1455815074,55.3215201,42.1792805,3,,POINT (42.1792805 55.3215201)
5184311820,55.3202516,42.1787575,3,,POINT (42.1787575 55.3202516)
1455815080,55.32164,42.172145,1,,POINT (42.172145 55.32164)
1455815079,55.3216627,42.1774874,3,,POINT (42.1774874 55.3216627)
1455815177,55.3242713,42.1792294,4,,POINT (42.1792294 55.3242713)
5186720530,55.3219067,42.1581379,3,,POINT (42.1581379 55.3219067)
1455815187,55.3245402,42.1949044,3,,POINT (42.1949044 55.3245402)
1455815089,55.3218218,42.1962879,1,,POINT (42.1962879 55.3218218)
1455815180,55.3243526,42.1776685,3,,POINT (42.1776685 55.3243526)
1455815083,55.3217237,42.1758725,1,,POINT (42.1758725 55.3217237)
1455815095,55.3218793,42.1567901,3,,POINT (42.1567901 55.3218793)
1455815115,55.322206,42.2057404,4,,POINT (42.2057404 55.322206)
1455815136,55.3228014,42.2080244,3,,POINT (42.2080244 55.3228014)
1455815124,55.3223479,42.1983812,3,,POINT (42.1983812 55.3223479)
1455815134,55.322682,42.2043644,4,,POINT (42.2043644 55.322682)
1455815103,55.3220274,42.156271,3,,POINT (42.156271 55.3220274)
1455815108,55.3220901,42.1570068,1,,POINT (42.1570068 55.3220901)
1455815096,55.321823,42.163112,1,,POINT (42.163112 55.321823)
1455815132,55.322628,42.164703,4,,POINT (42.164703 55.322628)
1455815097,55.32183,42.205375,1,,POINT (42.205375 55.32183)
1455815135,55.322753,42.21104,1,,POINT (42.21104 55.322753)
1455815119,55.3223171,42.1552776,4,,POINT (42.1552776 55.3223171)
1455815104,55.321994,42.154991,1,,POINT (42.154991 55.321994)
1455815113,55.3221403,42.1666861,3,traffic_signals,POINT (42.1666861 55.3221403)
9633577830,55.322212,42.1666218,3,,POINT (42.1666218 55.322212)
5234438759,55.3223721,42.1677624,3,,POINT (42.1677624 55.3223721)
1455815146,55.32323,42.20689,1,,POINT (42.20689 55.32323)
5186720546,55.3233987,42.1552349,3,,POINT (42.1552349 55.3233987)
1455815144,55.3232456,42.1993907,4,,POINT (42.1993907 55.3232456)
1455815145,55.3232664,42.202921,4,,POINT (42.202921 55.3232664)
1455815142,55.32304,42.20985,1,,POINT (42.20985 55.32304)
5204824923,55.3229064,42.1966705,1,,POINT (42.1966705 55.3229064)
1455815129,55.322586,42.161178,3,,POINT (42.161178 55.322586)
5219290564,55.3225987,42.1622452,3,,POINT (42.1622452 55.3225987)
1455815150,55.323558,42.16098,3,,POINT (42.16098 55.323558)
5186720529,55.3216983,42.1592389,3,,POINT (42.1592389 55.3216983)
5186652617,55.3228739,42.1646467,3,,POINT (42.1646467 55.3228739)
5186659732,55.3228007,42.1657351,4,,POINT (42.1657351 55.3228007)
5186720543,55.3230887,42.1544708,3,,POINT (42.1544708 55.3230887)
5242203199,55.3240532,42.2057625,3,,POINT (42.2057625 55.3240532)
5242257942,55.3232977,42.2085512,3,,POINT (42.2085512 55.3232977)
1455815141,55.322937,42.1763,1,,POINT (42.1763 55.322937)
1455815173,55.3241845,42.200419,4,,POINT (42.200419 55.3241845)
1455815170,55.3241012,42.2036874,3,,POINT (42.2036874 55.3241012)
5186659726,55.3235805,42.1620849,4,,POINT (42.1620849 55.3235805)
1455815207,55.325088,42.160785,3,,POINT (42.160785 55.325088)
1455815152,55.323619,42.163974,3,,POINT (42.163974 55.323619)
5186659730,55.3236515,42.1646545,3,,POINT (42.1646545 55.3236515)
6627763093,55.324641,42.1637067,3,,POINT (42.1637067 55.324641)
1455815153,55.3236153,42.1654392,3,,POINT (42.1654392 55.3236153)
5234436714,55.3238496,42.166534,3,,POINT (42.166534 55.3238496)
5186652610,55.3228765,42.1660256,3,,POINT (42.1660256 55.3228765)
1455815155,55.323603,42.1562451,1,,POINT (42.1562451 55.323603)
1455815164,55.3237889,42.1550352,3,,POINT (42.1550352 55.3237889)
5186659733,55.3236715,42.1650728,3,,POINT (42.1650728 55.3236715)
1455815160,55.3237964,42.1837251,3,,POINT (42.1837251 55.3237964)
1455815192,55.3247834,42.1841232,3,,POINT (42.1841232 55.3247834)
1455815162,55.3237708,42.2165236,3,,POINT (42.2165236 55.3237708)
5242351966,55.3238173,42.2165917,3,,POINT (42.2165917 55.3238173)
5242366075,55.3232336,42.2156401,3,,POINT (42.2156401 55.3232336)
5209161976,55.3238709,42.2164491,3,,POINT (42.2164491 55.3238709)
5186720542,55.3235326,42.154833,3,,POINT (42.154833 55.3235326)
1455815212,55.325214,42.1561591,3,crossing,POINT (42.1561591 55.325214)
1455815165,55.3240334,42.2162405,4,,POINT (42.2162405 55.3240334)
1455815206,55.3250899,42.2115166,3,,POINT (42.2115166 55.3250899)
5242351999,55.323576,42.2154401,3,,POINT (42.2154401 55.323576)
5242351984,55.324265,42.2166872,1,,POINT (42.2166872 55.324265)
1455815167,55.3240315,42.2093044,3,,POINT (42.2093044 55.3240315)
1455815183,55.3243892,42.2093345,3,,POINT (42.2093345 55.3243892)
5209161954,55.3242241,42.2095643,3,,POINT (42.2095643 55.3242241)
1455815198,55.3249502,42.2012989,4,,POINT (42.2012989 55.3249502)
1455815190,55.3247214,42.2045696,3,,POINT (42.2045696 55.3247214)
1455815172,55.3241725,42.2059038,3,,POINT (42.2059038 55.3241725)
1455815210,55.325143,42.2070204,3,,POINT (42.2070204 55.325143)
1455815211,55.3251383,42.1977097,1,,POINT (42.1977097 55.3251383)
1455815213,55.3251997,42.179492,3,,POINT (42.179492 55.3251997)
1455815201,55.3254603,42.2104022,3,,POINT (42.2104022 55.3254603)
1455815188,55.3245901,42.1945398,3,,POINT (42.1945398 55.3245901)
1455815189,55.3246897,42.1938123,3,,POINT (42.1938123 55.3246897)
1455815260,55.3262025,42.1950182,3,,POINT (42.1950182 55.3262025)
1455815191,55.3247114,42.1936537,3,,POINT (42.1936537 55.3247114)
1455815233,55.3256486,42.2020627,4,,POINT (42.2020627 55.3256486)
1455815195,55.3248877,42.1937002,3,,POINT (42.1937002 55.3248877)
1455815196,55.3249346,42.1920238,3,,POINT (42.1920238 55.3249346)
1455815202,55.3249783,42.1816646,3,,POINT (42.1816646 55.3249783)
1455815193,55.3246436,42.2181496,3,,POINT (42.2181496 55.3246436)
5242351953,55.324553,42.2176818,3,,POINT (42.2176818 55.324553)
8855874097,55.3247756,42.2179863,3,,POINT (42.2179863 55.3247756)
5242351948,55.323966,42.219828,3,,POINT (42.219828 55.323966)
4946988489,55.3251161,42.1922278,3,,POINT (42.1922278 55.3251161)
1455815216,55.3252404,42.1938359,3,,POINT (42.1938359 55.3252404)
1455815209,55.325131,42.1921174,3,,POINT (42.1921174 55.325131)
1455815227,55.3254765,42.188065,3,,POINT (42.188065 55.3254765)
1455815251,55.3260528,42.1979981,3,,POINT (42.1979981 55.3260528)
1455815272,55.3264601,42.207879,3,,POINT (42.207879 55.3264601)
1455815273,55.3264724,42.1821286,4,,POINT (42.1821286 55.3264724)
1455815245,55.3258553,42.2127307,1,,POINT (42.2127307 55.3258553)
6627763096,55.3251887,42.1621534,3,,POINT (42.1621534 55.3251887)
5183066406,55.3253357,42.1908949,3,,POINT (42.1908949 55.3253357)
5218609683,55.3257288,42.2054738,3,,POINT (42.2054738 55.3257288)
12258025035,55.3252868,42.207178,1,,POINT (42.207178 55.3252868)
1455815220,55.3253193,42.1563403,3,,POINT (42.1563403 55.3253193)
12592613985,55.3244079,42.1537873,1,,POINT (42.1537873 55.3244079)
1455815231,55.32555,42.179534,1,,POINT (42.179534 55.32555)
1455815223,55.3254685,42.1924685,4,,POINT (42.1924685 55.3254685)
1455815265,55.3262773,42.1944364,3,,POINT (42.1944364 55.3262773)
5218609625,55.3254275,42.156672,3,,POINT (42.156672 55.3254275)
5218609629,55.3255907,42.1564454,3,,POINT (42.1564454 55.3255907)
5183066404,55.3256673,42.1910544,3,,POINT (42.1910544 55.3256673)
1455815270,55.3264532,42.19264,3,,POINT (42.19264 55.3264532)
1455815226,55.3254494,42.1556095,1,,POINT (42.1556095 55.3254494)
1455815261,55.3262542,42.155622,3,,POINT (42.155622 55.3262542)
1455815236,55.325734,42.1881842,3,,POINT (42.1881842 55.325734)
2445562105,55.3258103,42.1856271,4,crossing,POINT (42.1856271 55.3258103)
1455815284,55.3268637,42.1989141,4,,POINT (42.1989141 55.3268637)
1455815280,55.3265832,42.2031318,4,,POINT (42.2031318 55.3265832)
1455815235,55.3258111,42.2073738,3,,POINT (42.2073738 55.3258111)
6887266981,55.3254108,42.2087906,1,,POINT (42.2087906 55.3254108)
5218609684,55.3255202,42.2073317,1,,POINT (42.2073317 55.3255202)
5183066403,55.3255415,42.1894926,3,,POINT (42.1894926 55.3255415)
5518889841,55.3259712,42.1881194,3,,POINT (42.1881194 55.3259712)
1455815244,55.3258409,42.1852668,3,,POINT (42.1852668 55.3258409)
1455815247,55.325959,42.1854748,3,,POINT (42.1854748 55.325959)
1455815256,55.3261346,42.1853462,3,,POINT (42.1853462 55.3261346)
1455815248,55.3259362,42.1849139,3,,POINT (42.1849139 55.3259362)
1455815269,55.3264662,42.1968317,3,,POINT (42.1968317 55.3264662)
2445562117,55.3262806,42.1852779,3,,POINT (42.1852779 55.3262806)
1455815257,55.3261466,42.1850644,4,,POINT (42.1850644 55.3261466)
1455815259,55.3261733,42.1846299,3,,POINT (42.1846299 55.3261733)
2445562111,55.3260109,42.1848957,3,,POINT (42.1848957 55.3260109)
1455815287,55.3269096,42.1954128,3,,POINT (42.1954128 55.3269096)
1455815262,55.3262389,42.1564979,3,,POINT (42.1564979 55.3262389)
6627763092,55.3264338,42.1553672,3,,POINT (42.1553672 55.3264338)
1455815319,55.3273269,42.1565941,4,,POINT (42.1565941 55.3273269)
1455815274,55.3263951,42.1944802,3,,POINT (42.1944802 55.3263951)
1455815286,55.326779,42.1971663,1,,POINT (42.1971663 55.326779)
1455815283,55.32662,42.1927055,3,,POINT (42.1927055 55.32662)
5186570252,55.3264861,42.192164,3,,POINT (42.192164 55.3264861)
5242320998,55.3267813,42.2081718,3,,POINT (42.2081718 55.3267813)
1455815281,55.3266513,42.1805786,3,,POINT (42.1805786 55.3266513)
5218458648,55.3268791,42.1822759,3,,POINT (42.1822759 55.3268791)
1455815278,55.3265251,42.1934772,3,,POINT (42.1934772 55.3265251)
1455815371,55.3277422,42.1948627,3,,POINT (42.1948627 55.3277422)
1455815276,55.3264791,42.1919306,3,,POINT (42.1919306 55.3264791)
5132022228,55.326427,42.1898281,3,,POINT (42.1898281 55.326427)
1455815315,55.327263,42.1921349,3,,POINT (42.1921349 55.327263)
1455815279,55.3266921,42.1885796,3,,POINT (42.1885796 55.3266921)
5189362426,55.3267099,42.1883953,3,,POINT (42.1883953 55.3267099)
5132022223,55.3263888,42.1890342,3,,POINT (42.1890342 55.3263888)
5518889844,55.3272667,42.1890443,1,stop,POINT (42.1890443 55.3272667)
1455815317,55.3273348,42.2039252,3,,POINT (42.2039252 55.3273348)
1455815369,55.3277605,42.1998865,4,,POINT (42.1998865 55.3277605)
1455815285,55.3268342,42.1790474,3,,POINT (42.1790474 55.3268342)
1455815305,55.3270652,42.1807736,4,,POINT (42.1807736 55.3270652)
1455815282,55.3266205,42.2051218,1,,POINT (42.2051218 55.3266205)
1455815495,55.3283389,42.207067,3,,POINT (42.207067 55.3283389)
5186570253,55.3269906,42.1928451,1,,POINT (42.1928451 55.3269906)
1455815341,55.3275178,42.1969431,3,,POINT (42.1969431 55.3275178)
5218458621,55.3271202,42.1791585,3,,POINT (42.1791585 55.3271202)
1455815309,55.3271999,42.1759083,3,,POINT (42.1759083 55.3271999)
1455815372,55.3278065,42.1961504,3,,POINT (42.1961504 55.3278065)
1455815289,55.3269613,42.1862896,3,,POINT (42.1862896 55.3269613)
5189381333,55.3269432,42.1864599,3,,POINT (42.1864599 55.3269432)
1455815306,55.3270391,42.1855457,3,,POINT (42.1855457 55.3270391)
1455815480,55.3282635,42.1868571,3,,POINT (42.1868571 55.3282635)
1455815311,55.3272524,42.1792137,3,,POINT (42.1792137 55.3272524)
